year,region,province,city,position,candidate_name,party,votes
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","ARAOS, BENJAMIN JR.",LP,1883
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","FELARCA, FRANKIE",IND,1851
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","DUMLAO, JESS",IND,1784
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","FOGATA, FLORANTE",LP,1750
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","LOPEZ, FE",LP,1693
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","MATA, GEORGE",IND,1678
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","UDANI, ELY",IND,1673
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","GAMBOA, SEBASTIAN",LP,1648
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","QUINTOS, APINGSKY",IND,1393
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","BACTAD, BENNY",IND,1302
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","FONTILLAS, FERDIE",IND,1284
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","DUMLAO, FANNY",IND,1125
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","NAVARRO, LOURDES",IND,1118
2013,region-3,zambales,san-narciso,"MEMBER, SANGGUNIANG BAYAN","BOLASOC, ERNIE",IND,959
2013,region-3,zambales,santa-cruz,MAYOR,"MARTY, CONNIE",SZP,3171
2013,region-3,zambales,santa-cruz,MAYOR,"MAESTRE, ANGEL JR.",LP,2665
2013,region-3,zambales,santa-cruz,VICE-MAYOR,"MANIAGO, BOY",SZP,4331
2013,region-3,zambales,santa-cruz,VICE-MAYOR,"ASANION, ALBERT",LP,1238
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MATIBAG, MA. VERONICA",SZP,3144
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MERCURIO, ROLANDO",SZP,2713
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MAYOR, ZENY",LP,2438
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","BEJASA, BOY",SZP,2348
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MISOLA, KRISTAN",SZP,2305
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","AQUINO, SANDO",IND,2100
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","ESPINO, JOROEL",SZP,2070
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MERCED, DANNY",SZP,1977
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MISA, MELVIN",IND,1774
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","AMOG, ROLLY",SZP,1694
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MORALEJO, JIMMY",LP,1645
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","EBIDO, JUN",LP,1584
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MOLINO, LUNIE",SZP,1465
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","DIAZ, LOUIE",LP,1364
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","TONGSON, PAN",LP,1183
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MARCELLANA, EDGAR",LP,980
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MIRADOR, BITOY",LP,962
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","MONTALLA, SANDING JR.",IND,801
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","IGNACIO, JOSEPHINE",IND,773
2013,region-3,zambales,santa-cruz,"MEMBER, SANGGUNIANG BAYAN","GARCIA, MICHAEL",IND,324
2013,region-3,zambales,subic,MAYOR,"KHONGHUN, JAY",SZP,23871
2013,region-3,zambales,subic,MAYOR,"GADUANG, RUBEN",LP,2040
2013,region-3,zambales,subic,VICE-MAYOR,"SIMBOL, LAURO",LP,12853
2013,region-3,zambales,subic,VICE-MAYOR,"GUEVARA, LEONARDO JR.",SZP,11961
2013,region-3,zambales,subic,VICE-MAYOR,"EGMAO, JUNAR",IND,128
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","FELARCA, WILFREDO JR.",SZP,14507
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","ROCAFOR, ELIZALDE",SZP,13909
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","DELA CRUZ, REYNALDO",SZP,12888
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","AMPUNIN, ROLANDO",SZP,12464
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","SARMIENTO, RUEL",SZP,12443
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","LACBAIN, ORLANDO JR.",IND,12019
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","DELGADO, ROBERTO",SZP,11863
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","LAZARO, LEONCIO",SZP,11280
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","AGUSTIN, RODOLFO SR.",SZP,11098
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","TUMACA, ELMER",IND,10596
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","FLORES, MANOLO",LP,6748
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","CABRAL, JOHNNY",IND,5627
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","COLL, NELSON",LP,4788
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","MARTINEZ, MARVIN",LP,4157
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","CHAVEZ, BAYANI",IND,3024
2013,region-3,zambales,subic,"MEMBER, SANGGUNIANG BAYAN","TIMOG, JOWIE",LP,2810
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ROSALES, BOY",LP,94609
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BAUSAS, MON",LP,82935
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","APACIBLE, DENNIS",UNA,74983
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BUTED, DEXTER",LP,116793
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","MARIÑO, MARVEY",NPC,112178
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ALVAREZ, AMY",LP,75618
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ATIENZA, SERGING",NP,58897
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","DIAZ, JOSEPH FRANCISCO",IND,45814
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SULIT, ROMEO",NP,42358
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","GARCIA, JAKE",IND,17932
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","CORONA, FRED",LP,123456
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BALBA, DIVINA",LP,98935
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","AFRICA, ROWENA",LP,139774
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BOLILIA , CALOY",LP,133996
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","VIRTUSIO, MABEL",LP,133299
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","GOZOS, OSCAR II",UNA,98286
2013,region-4a,batangas,,"MEMBER, SANGGUNIANG PANLALAWIGAN","DY, PANG",IND,47058
2013,region-4a,batangas,agoncillo,MAYOR,"REYES, DANIEL",LP,8151
2013,region-4a,batangas,agoncillo,MAYOR,"DE LEON, LUISITO",UNA,6890
2013,region-4a,batangas,agoncillo,VICE-MAYOR,"ENCARNACION, DOMINGO",LP,7570
2013,region-4a,batangas,agoncillo,VICE-MAYOR,"MARTINEZ, ANNA QUEEN",UNA,7102
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","CARINGAL, EDGAR",LP,7468
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","FAJARDO, ROSEMELYN",LP,6984
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","REYES, ABET",UNA,6562
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","ENRIQUEZ, NADY",UNA,6532
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","BALBA, NOLASCO",LP,6488
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","LACAP, MAY",UNA,6484
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","PUNZALAN, MAURICE",LP,6311
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","MENDOZA, AARON RAY",LP,6227
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","BROTONEL, EMMAN",UNA,6077
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","LANDICHO, BEN DELBENS",UNA,5961
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","HERNANDEZ, TONY",UNA,5907
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","MENDOZA, SIMEON",LP,5717
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","ENRIQUEZ, BOY",UNA,5560
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","DE LEON, KRISTER JEFF",UNA,5520
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","CABRERA, BENITO",LP,5446
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","HOLGADO, LUCIE",LP,5319
2013,region-4a,batangas,agoncillo,"MEMBER, SANGGUNIANG BAYAN","DE SAGUN, TOMMY",IND,1804
2013,region-4a,batangas,alitagtag,MAYOR,"ANDAL, ANTHONY FRANCIS",LP,4891
2013,region-4a,batangas,alitagtag,MAYOR,"REYES, GUILLERMO",NPC,4727
2013,region-4a,batangas,alitagtag,MAYOR,"HERNANDEZ, HENRY",IND,712
2013,region-4a,batangas,alitagtag,VICE-MAYOR,"MARASIGAN, DONALD",NPC,5497
2013,region-4a,batangas,alitagtag,VICE-MAYOR,"PALINES, ANTE",LP,4377
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ABRIGO, MANUEL",IND,5219
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","PONGGOS, EDILBERTO",LP,5167
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","BORROMEO, JANETH",LP,4834
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ILAGAN, RUBEN",LP,4824
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","DIMACULANGAN, ERWIN",NPC,4051
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ADAJAR, FLORO",NPC,3604
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","REYES, BERNARDO JR.",NPC,3594
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ILAGAN, DIONISIO",NPC,3546
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ORDANZA, RUDY",LP,3434
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ADAN, RODEL",NPC,3411
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","MARANAN, RAYMUNDO",IND,3250
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","GONZALES, DIONISIO",NPC,2998
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ALBAY, VICTORIA",LP,2868
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","GUTIERREZ, TOMANG",LP,2419
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","DIMAANDAL, RECCIS",IND,2413
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ARGUELLES, FLAVIANO",NPC,2410
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","CHAVEZ, TONY",LP,2254
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","MAGUNDAYAO, REMY",LP,2236
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","ABREU, GENARO",IND,2056
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","HERNANDEZ, ALEX",NPC,2018
2013,region-4a,batangas,alitagtag,"MEMBER, SANGGUNIANG BAYAN","HERNANDEZ, SOFRING",IND,1724
2013,region-4a,batangas,balayan,MAYOR,"FRONDA, MANNY",LAKAS,15723
2013,region-4a,batangas,balayan,MAYOR,"MARTINEZ, MARLON",LP,13878
2013,region-4a,batangas,balayan,MAYOR,"MALABANAN, PETER",IND,3151
2013,region-4a,batangas,balayan,VICE-MAYOR,"ARADA, JOEL",IND,14365
2013,region-4a,batangas,balayan,VICE-MAYOR,"CHAVEZ, EFREN",IND,9806
2013,region-4a,batangas,balayan,VICE-MAYOR,"AFABLE, DENNISH",LAKAS,7627
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","MACALINDONG, RODEL",LAKAS,19139
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","FRONDA, JR",LAKAS,17682
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","CASTELO, MELDOS",LAKAS,17306
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","ANDAL, JASMIN",LAKAS,16759
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","CARAIG, CHRISTY",LAKAS,15712
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","PAMINTUAN, DANILO",LAKAS,15359
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","ABIAD, RITA",IND,14656
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","RAMOS, FRANCISCO",LP,12469
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","INCIONG, BIMBOY",LAKAS,11246
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","MAGAHIS, EUDINO",LP,8959
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","DIAZ, RENATO",LP,8947
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","HERNANDEZ, DEMET",LP,8693
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","DE GUZMAN, RAVENGAR",LAKAS,7840
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","ESPIRITU, ERNESTO",LP,7595
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","PANTOJA, PEDRO LUCAS",LP,5518
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","RIVERA, NANDING",IND,2161
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","AGQUIZ, TERRY",IND,987
2013,region-4a,batangas,balayan,"MEMBER, SANGGUNIANG BAYAN","EVANGELISTA, TEDDY",IND,745
2013,region-4a,batangas,balete,MAYOR,"HIDALGO, LEOVINO",LP,3488
2013,region-4a,batangas,balete,VICE-MAYOR,"MARALIT, WILSON",LP,3492
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","GARCIA, GRACIANO",IND,3332
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","ROXAS, ROGER",LP,3230
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","ENCALLADO, DANTE",LP,2899
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","LAS, LEODY",LP,2830
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","PAYO, ALVIN",LP,2821
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","MARALIT, LORETO",LP,2482
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","DE OCAMPO, JOSE RUEL",LP,2465
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","MAYA, GILBERTO",IND,2462
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","OROLA, REYNALDO",LP,2409
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","DIOKNO, SERVILLANO",IND,2132
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","DE OCAMPO, NESTORIO",IND,2060
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","CAGUITLA, REYNALDO",LP,1752
2013,region-4a,batangas,balete,"MEMBER, SANGGUNIANG BAYAN","MARAVILLA, PRISCO",IND,936
2013,region-4a,batangas,batangas-city,MAYOR,"DIMACUHA, EDDIE",NPC,83343
2013,region-4a,batangas,batangas-city,MAYOR,"TOLENTINO, JOSE",LP,33815
2013,region-4a,batangas,batangas-city,VICE-MAYOR,"BERBERABE, DOC JUN",UNA,68692
2013,region-4a,batangas,batangas-city,VICE-MAYOR,"PORTUGAL, ELOISA ANGELA",NPC,24476
2013,region-4a,batangas,batangas-city,VICE-MAYOR,"BLANCO, ARTHUR",LP,24446
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ALDOVER, GLENN",NPC,66406
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","AMBIDA, CLAUDETTE",NPC,64754
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BLANCO, HAMILTON",LP,54519
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MONTALBO, AILEEN GRACE",NPC,51742
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ATIENZA, SERGE",NPC,50984
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LAZARTE, MANDO",NPC,49045
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","CRUZ, ALYSSA RENEE",NPC,47529
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","DELA ROCA, GERARDO",NPC,47347
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BALMES, KRISTINE",LP,46407
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","VILLENA, JULIAN",NPC,44821
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MACATANGAY, OLIVER",NPC,40067
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MACARANDANG, NARCISO",NPC,37926
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ANDAL, MARINEL",LP,25268
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ESPINA, BENJAMIN JR.",LP,25029
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","PLATA, NICASIO",LP,21666
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ACLAN, DHESS",LP,20247
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BAGON, CARLOS",LP,17342
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","TAN TIU, BEN",LP,15689
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MENDOZA, RAOUL",LP,11838
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","EVANGELIO, EDUARDO",LP,8650
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BISA, CARLITO",IND,7006
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ILAGAN, TITA WHAM",IND,6175
2013,region-4a,batangas,batangas-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ARRIETA, JERMAINE LOU",UNA,4756
2013,region-4a,batangas,bauan,MAYOR,"DOLOR, RYANH",LP,17399
2013,region-4a,batangas,bauan,MAYOR,"MAGBOO, JOHNNY",NP,16717
2013,region-4a,batangas,bauan,VICE-MAYOR,"CASAPAO, JULIAN",LP,16226
2013,region-4a,batangas,bauan,VICE-MAYOR,"MASANGCAY, GUDING",NP,16066
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","TALAG, AVA",LP,16884
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","BASILAN, ROMEL",IND,16563
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","BACAL, PRESNEDY",LP,15596
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","GIMENO, KELVIN REX",LP,15356
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","CRUZAT, RONALD",LP,15072
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","ABRAHAN, WILLIAM",LP,14895
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","DALANGIN, YANILLE",NP,14836
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","DOLOR, HERMINIO",LP,14460
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","VALDEZ, NEIL",LP,14102
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","RIGAT, JULIET",NP,13484
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","RIEGO, ILONAH MARIE",NP,13149
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","BACONG, RANDY",LP,13125
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","ABRAHAN, RAUL",NP,8465
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","MAGBOO, GOB",NP,8125
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","RAZON, ARNEL",NP,6153
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","MAGSINO, SAEL",NP,5933
2013,region-4a,batangas,bauan,"MEMBER, SANGGUNIANG BAYAN","BRUAL, BRIYAN",NP,4629
2013,region-4a,batangas,calaca,MAYOR,"ONA, SOFRONIO MANUEL",LAKAS,14328
2013,region-4a,batangas,calaca,MAYOR,"MACALINDONG, ELMIE",NUP,7787
2013,region-4a,batangas,calaca,MAYOR,"ATIENZA, LARRY",LP,7495
2013,region-4a,batangas,calaca,VICE-MAYOR,"MACALINDONG, RANTE",LAKAS,12235
2013,region-4a,batangas,calaca,VICE-MAYOR,"DAJOYAG, EMMA",LP,9179
2013,region-4a,batangas,calaca,VICE-MAYOR,"HERNANDEZ, RANIE",NUP,6811
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","ONTANGCO, DEOVIC",LAKAS,14964
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","ALCAZAR, EMILYN",LAKAS,12781
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","SALE, ROBENSON",LAKAS,12472
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","PASTORAL, RJ",LAKAS,11285
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","KATIGBAK, PIPO",NUP,11173
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","VIDAL, VHEZ",LAKAS,10827
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","OPELANIO, DIVINE",LAKAS,10750
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","DE JOYA, CHARLIE",LP,10658
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","NOCHE, ORLANDO",LAKAS,10326
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","MACALALAD, CHITO",LP,9896
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","CASANOVA, NEHEMIAS",LAKAS,9463
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","MATULAC, GLENN",LP,7015
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","LANDICHO, OBET",NUP,6793
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","SALAZAR, ROBERTO",LP,6133
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","BAYONETO, GENE MARK",NUP,6066
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","TUMBAGA, IRENEO",NUP,5735
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","MACATANGAY, LANDO",LP,5329
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","VALENCIA, JHUN",LP,5312
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","ILAGAN, LURDAN",LP,5156
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","MANGUERRA, MIMING",NUP,5099
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","SACDALAN, RUDY",LP,4915
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","MENDOZA, ARNEL",NUP,4743
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","BATHAN, MIGUEL",NUP,4432
2013,region-4a,batangas,calaca,"MEMBER, SANGGUNIANG BAYAN","VILLALOBOS, EFREN",NUP,4169
2013,region-4a,batangas,calatagan,MAYOR,"PALACIO, SOPHIA",LP,11825
2013,region-4a,batangas,calatagan,MAYOR,"PANTOJA, LENIE",LAKAS,9209
2013,region-4a,batangas,calatagan,MAYOR,"PEDRAZA, EDNA",IND,332
2013,region-4a,batangas,calatagan,VICE-MAYOR,"AYTONA, GLENN",LP,10000
2013,region-4a,batangas,calatagan,VICE-MAYOR,"ANZALDO, MICHAEL",LAKAS,8967
2013,region-4a,batangas,calatagan,VICE-MAYOR,"CAISIP, TET",IND,1185
2013,region-4a,batangas,calatagan,"MEMBER, SANGGUNIANG BAYAN","BAUTISTA, REX",LP,11181
2013,region-4a,batangas,calatagan,"MEMBER, SANGGUNIANG BAYAN","TORRES, HARLAN",LP,8913
