region,province,city,district,position,candidate_name,party,votes
REGION IV A,BATANGAS,,FIFTH,PROVINCIAL BOARD MEMBER,"BERBERABE, DOC JUN",NP,145778
REGION IV A,BATANGAS,,FIFTH,PROVINCIAL BOARD MEMBER,"BLANCO, HAMILTON",NP,101753
REGION IV A,BATANGAS,,FIRST,PROVINCIAL BOARD MEMBER,"SANTOS, DOK ROSALES",NP,150934
REGION IV A,BATANGAS,,FIRST,PROVINCIAL BOARD MEMBER,"BAUSAS, ARMIE",NP,133519
REGION IV A,BATANGAS,,FOURTH,PROVINCIAL BOARD MEMBER,"MENDOZA, MARCUS",NPC,126139
REGION IV A,BATANGAS,,FOURTH,PROVINCIAL BOARD MEMBER,"VIDAL, MELVIN",IND,106257
REGION IV A,BATANGAS,,SECOND,PROVINCIAL BOARD MEMBER,"ABU-REYES, DRA. REINA",NP,86228
REGION IV A,BATANGAS,,SECOND,PROVINCIAL BOARD MEMBER,"RIVERA, JENTLY",NP,72470
REGION IV A,BATANGAS,,SIXTH,PROVINCIAL BOARD MEMBER,"MENDOZA, BIBONG",NP,146393
REGION IV A,BATANGAS,,SIXTH,PROVINCIAL BOARD MEMBER,"GOZOS, JUN-JUN",NP,130515
REGION IV A,BATANGAS,,THIRD,PROVINCIAL BOARD MEMBER,"CORONA, FRED",NP,223928
REGION IV A,BATANGAS,,THIRD,PROVINCIAL BOARD MEMBER,"BALBA, RUDY",NP,163464
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"FIANZA, SANDER",LAKAS,36154
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"AMUASEN, JOHANNES",LAKAS,34694
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"MOLINTAS, CHARMAINE",LAKAS,31922
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"WALES, THOMAS JR.",UBP,31289
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"NAZARRO, MYRNA",PFP,24317
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"TINDA-AN, RUBEN",LAKAS,67731
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"SALDA, ROMEO",LAKAS,63802
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"FERMIN, MANNY",LAKAS,63405
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"LAURO, ARMANDO",LAKAS,59379
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"CAMSOL, NEPTALI",LAKAS,57547
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"CANEJA, KOKOY",LAKAS,25762
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"CURSO-ROA, LUCILLE",NP,21286
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"CASAS, MIGUEL JR.",NP,17745
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"RUBI, MANOLO",LAKAS,14522
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"CHAN, CHARLIE",LAKAS,20141
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"TUBIS, ALLAN PAUL",NP,18533
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"PEÑAFLOR, NILO",NP,17779
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"REVELDEZ, LORENZO JR.",IND,11609
REGION VII,BOHOL,,FIRST,PROVINCIAL BOARD MEMBER,"LAGUNAY, NANAY LUCILLE",PFP,118275
REGION VII,BOHOL,,SECOND,PROVINCIAL BOARD MEMBER,"VILLAMOR, JAMIE AUMENTADO",PFP,153122
REGION VII,BOHOL,,THIRD,PROVINCIAL BOARD MEMBER,"BAJA, TITA",NP,167099
REGION X,BUKIDNON,,FIRST,PROVINCIAL BOARD MEMBER,"ALBARECE, JONG",BPP,93235
REGION X,BUKIDNON,,FIRST,PROVINCIAL BOARD MEMBER,"ONAHON, ELIEZER",BPP,71831
REGION X,BUKIDNON,,FOURTH,PROVINCIAL BOARD MEMBER,"PEPITO, DOC. RJ",BPP,78877
REGION X,BUKIDNON,,FOURTH,PROVINCIAL BOARD MEMBER,"GARCIA, ATTY BABBA",BPP,65106
REGION X,BUKIDNON,,SECOND,PROVINCIAL BOARD MEMBER,"DINLAYAN, ANG KUYA MARLON",BPP,105162
REGION X,BUKIDNON,,SECOND,PROVINCIAL BOARD MEMBER,"MONSANTO, HOLLIS",BPP,81414
REGION X,BUKIDNON,,THIRD,PROVINCIAL BOARD MEMBER,"CASINABE, BING-BING",BPP,127589
REGION X,BUKIDNON,,THIRD,PROVINCIAL BOARD MEMBER,"PALMADA, JOSEPH",BPP,115870
REGION III,BULACAN,,FIFTH,PROVINCIAL BOARD MEMBER,"ROQUE, RICKY",NUP,139505
REGION III,BULACAN,,FIRST,PROVINCIAL BOARD MEMBER,"AQUINO, NINONG MICHAEL",NUP,126653
REGION III,BULACAN,,FOURTH,PROVINCIAL BOARD MEMBER,"HERNANDEZ, KAT",PFP,123412
REGION III,BULACAN,,LONE,PROVINCIAL BOARD MEMBER,"DELOS SANTOS, JON-JON",NUP,150327
REGION III,BULACAN,,SECOND,PROVINCIAL BOARD MEMBER,"DELA CRUZ, PECHAY",NUP,99290
REGION III,BULACAN,,SIXTH,PROVINCIAL BOARD MEMBER,"DE GUZMAN, JAY",LAKAS,112752
REGION III,BULACAN,,THIRD,PROVINCIAL BOARD MEMBER,"MARIANO, AYE",NUP,120479
REGION II,CAGAYAN,,FIRST,PROVINCIAL BOARD MEMBER,"RETOMA, WENG",LAKAS,97230
REGION II,CAGAYAN,,FIRST,PROVINCIAL BOARD MEMBER,"PONCE, KAMILLE",LAKAS,87057
REGION II,CAGAYAN,,FIRST,PROVINCIAL BOARD MEMBER,"GARCIA, ROMEO",NP,80533
REGION II,CAGAYAN,,SECOND,PROVINCIAL BOARD MEMBER,"URSULUM, RANDY",LAKAS,98159
REGION II,CAGAYAN,,SECOND,PROVINCIAL BOARD MEMBER,"TIMBAS, ALNIÑOSON KEVIN",LAKAS,69762
REGION II,CAGAYAN,,SECOND,PROVINCIAL BOARD MEMBER,"VILORIA, VILMER",LAKAS,68894
REGION II,CAGAYAN,,THIRD,PROVINCIAL BOARD MEMBER,"PONCE, AJ",LAKAS,117055
REGION II,CAGAYAN,,THIRD,PROVINCIAL BOARD MEMBER,"CARONAN, JOJO",NP,89092
REGION II,CAGAYAN,,THIRD,PROVINCIAL BOARD MEMBER,"DE ASIS, ROMAR",NP,82879
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"DE LIMA, LUKAD",PFP,81319
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"OCO, WINNIE",PFP,67512
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"CANLAS, MIKE",PFP,66292
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ENOVA, JUNJUN",NPC,59872
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"RIEL, KUYATOL",PFP,89161
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"BALANE, NOL",PFP,64216
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"PIMENTEL, JONAH",NP,63479
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"GACHE, POL",PFP,60252
REGION V,CAMARINES SUR,,FIFTH,PROVINCIAL BOARD MEMBER,"OÑATE, DONNA",NUP,136113
REGION V,CAMARINES SUR,,FIFTH,PROVINCIAL BOARD MEMBER,"NOBLE, ATTY. SHAI",NUP,131598
REGION V,CAMARINES SUR,,FIRST,PROVINCIAL BOARD MEMBER,"SEÑAR, WARREN",NUP,60421
REGION V,CAMARINES SUR,,FIRST,PROVINCIAL BOARD MEMBER,"MATAMOROSA, BOBBY",NPC,45786
REGION V,CAMARINES SUR,,FOURTH,PROVINCIAL BOARD MEMBER,"PILAPIL, JJ",NPC,115717
REGION V,CAMARINES SUR,,FOURTH,PROVINCIAL BOARD MEMBER,"LLAGUNO, AWEL",NPC,110481
REGION V,CAMARINES SUR,,SECOND,PROVINCIAL BOARD MEMBER,"HERNANDEZ, DOC ANGEL",NUP,99051
REGION V,CAMARINES SUR,,SECOND,PROVINCIAL BOARD MEMBER,"NOPRA, BOBOY",NUP,79389
REGION V,CAMARINES SUR,,THIRD,PROVINCIAL BOARD MEMBER,"SEÑAR, VANESSA",NUP,91839
REGION V,CAMARINES SUR,,THIRD,PROVINCIAL BOARD MEMBER,"MANAOG, POL RAPADO",NUP,73644
REGION X,CAMIGUIN,,FIRST,PROVINCIAL BOARD MEMBER,"BABANTO, SHELLA",PFP,25868
REGION X,CAMIGUIN,,FIRST,PROVINCIAL BOARD MEMBER,"JANSOL, MARIVIC",PFP,25163
REGION X,CAMIGUIN,,FIRST,PROVINCIAL BOARD MEMBER,"BOLLOZOS, LOUIS",PFP,24679
REGION X,CAMIGUIN,,SECOND,PROVINCIAL BOARD MEMBER,"PLANCO, BOYET",PFP,15852
REGION X,CAMIGUIN,,SECOND,PROVINCIAL BOARD MEMBER,"LOQUIAS, BEM-BEM",PFP,15806
REGION X,CAMIGUIN,,SECOND,PROVINCIAL BOARD MEMBER,"BAJENIO, WEBB",PFP,14816
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"ALMALBIS, GINGGING",1CAPIZ,123692
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"BILLONES, TAWI JR",1CAPIZ,113551
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"IGNACIO,TRINA MARIE",1CAPIZ,101745
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"YAP, DOC YAP",1CAPIZ,94762
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"DEL ROSARIO, PEPE",PFP,93519
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"SAN FELIX, INDAY",1CAPIZ,106585
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"FUNDAL, AYING",1CAPIZ,93952
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"CRUZ-AM, MR. CLEAN",1CAPIZ,93593
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"ARDIVILLA, DOK GILBERT",1CAPIZ,88866
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"FECUNDO, CECILIO",1CAPIZ,78718
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"ZAFE, DOC",LAKAS,54332
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"GIANAN, FRED",LAKAS,51665
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"FRANCISCO, SONNY",LAKAS,46901
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"ALBANIEL, BOBOY",LAKAS,40916
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"TANAEL, EDWIN",LAKAS,41990
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"TEMPLONUEVO, BOLOTOY",NPC,40138
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"BALIDOY, BOY",LAKAS,38049
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"VERGARA, DEAN",LAKAS,34487
REGION IV A,CAVITE,,EIGHTH,PROVINCIAL BOARD MEMBER,"MALIGAYA, JASMIN",NPC,132723
REGION IV A,CAVITE,,EIGHTH,PROVINCIAL BOARD MEMBER,"NAZARENO, AIMEE",NUP,97793
REGION IV A,CAVITE,,FIFTH,PROVINCIAL BOARD MEMBER,"BELAMIDE, AIDEL",NUP,139970
REGION IV A,CAVITE,,FIFTH,PROVINCIAL BOARD MEMBER,"REYES, IVEE",NUP,139414
REGION IV A,CAVITE,,FIRST,PROVINCIAL BOARD MEMBER,"ENRIQUEZ, ROMEL",LAKAS,109098
REGION IV A,CAVITE,,FIRST,PROVINCIAL BOARD MEMBER,"GANDIA, JYGS",LAKAS,97945
REGION IV A,CAVITE,,FOURTH,PROVINCIAL BOARD MEMBER,"AUSTRIA, NICKOL",NUP,191691
REGION IV A,CAVITE,,FOURTH,PROVINCIAL BOARD MEMBER,"DELA CUESTA, JUN",NUP,151960
REGION IV A,CAVITE,,SECOND,PROVINCIAL BOARD MEMBER,"MALVAR, EDWIN",LAKAS,122888
REGION IV A,CAVITE,,SECOND,PROVINCIAL BOARD MEMBER,"PAGULAYAN, ALDE",LAKAS,100995
REGION IV A,CAVITE,,SEVENTH,PROVINCIAL BOARD MEMBER,"ANACAN, ALDRIN",NUP,135998
REGION IV A,CAVITE,,SEVENTH,PROVINCIAL BOARD MEMBER,"DEL ROSARIO, CAMILLE",AKSYON,119202
REGION IV A,CAVITE,,SIXTH,PROVINCIAL BOARD MEMBER,"SALAZAR, KERBY",NUP,97802
REGION IV A,CAVITE,,SIXTH,PROVINCIAL BOARD MEMBER,"SISON, MORIT",NUP,94493
REGION IV A,CAVITE,,THIRD,PROVINCIAL BOARD MEMBER,"CANTIMBUHAN, ONY",NUP,112747
REGION IV A,CAVITE,,THIRD,PROVINCIAL BOARD MEMBER,"JARO, LLOYD",NUP,112485
REGION VII,CEBU,,FIFTH,PROVINCIAL BOARD MEMBER,"DUTERTE, RED",1CEBU,200271
REGION VII,CEBU,,FIFTH,PROVINCIAL BOARD MEMBER,"VILLAMOR, MIKE",1CEBU,156605
REGION VII,CEBU,,FIRST,PROVINCIAL BOARD MEMBER,"BACALTOS, JOJO",NP,209375
REGION VII,CEBU,,FIRST,PROVINCIAL BOARD MEMBER,"RELUYA, LAKAMBINI",NP,139680
REGION VII,CEBU,,FOURTH,PROVINCIAL BOARD MEMBER,"SHIMURA, KERRIE",1CEBU,164718
REGION VII,CEBU,,FOURTH,PROVINCIAL BOARD MEMBER,"MONDIGO, NELSON",1CEBU,94032
REGION VII,CEBU,,LONE,PROVINCIAL BOARD MEMBER,"SANCHEZ, MALCOLM",1CEBU,107453
REGION VII,CEBU,,LONE,PROVINCIAL BOARD MEMBER,"SENO, OLIN",LAKAS,97921
REGION VII,CEBU,,SECOND,PROVINCIAL BOARD MEMBER,"CAMINERO, DOC STANLEY",1CEBU,92958
REGION VII,CEBU,,SECOND,PROVINCIAL BOARD MEMBER,"CALDERON, RAYMOND",1CEBU,66252
REGION VII,CEBU,,SEVENTH,PROVINCIAL BOARD MEMBER,"ROZGONI, LINGLING",1CEBU,66367
REGION VII,CEBU,,SEVENTH,PROVINCIAL BOARD MEMBER,"BARICUATRO, SARSI",1CEBU,65411
REGION VII,CEBU,,SIXTH,PROVINCIAL BOARD MEMBER,"LAGON, LARENZ",1CEBU,87744
REGION VII,CEBU,,SIXTH,PROVINCIAL BOARD MEMBER,"OUANO, ALFIE",LAKAS,57978
REGION VII,CEBU,,THIRD,PROVINCIAL BOARD MEMBER,"COROMINAS, OLOY",1CEBU,127330
REGION VII,CEBU,,THIRD,PROVINCIAL BOARD MEMBER,"BORGONIA, ATTY. JIEMBO",1CEBU,123803
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"MACASARTE, NENENG",LAKAS,114154
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"ANTAO, SITTIE ELJORIE",NP,102973
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"CABAYA, BM ROSE",LAKAS,102100
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"JUNGCO, ROLAND",NP,93696
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"CALIBARA, TOTO",IND,87192
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"CAOAGDAN, RJ",NP,152821
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"EVANGELISTA, JOSEPH",NPC,116488
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"PIÑOL-SOLIS, DOC KRISTA",KNP,97837
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"VILLASOR, TOTO",NP,62340
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"CEREBO, JOEMAR",LAKAS,133583
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"DALUMPINES, IVY",LAKAS,131112
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"SALDIVAR, REYMAN",IND,94046
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"PIÑOL, SOCRATES",IND,63417
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"ESCUDERO, RODRIGO",IND,46302
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"APSAY, KOL HERV",LAKAS,109715
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"CODILLA, MAY",LAKAS,94355
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"BASAÑES, TATA",LAKAS,91319
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"GENTUGAYA, JOANNA",PFP,89626
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"GONZAGA, RUWINA",PFP,111266
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"CABALLERO, CONIE",LAKAS,106224
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"SECUYA, FRANCIS",PFP,99380
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"HUMOL, MACARIO",LAKAS,98748
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"SUAYBAGUIO, LOU",PFP,113064
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ESTABILLO, POPO",PFP,112503
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"AALA, BONG",LAKAS,111393
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ANG, JANE",LAKAS,109494
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ELIOT, RONALD",PFP,102840
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"RELAMPAGOS, JIGS",PFP,130069
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"CATALAN, POPOP",LAKAS,129119
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"UY, AL DAVID",IND,118571
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"AMIT, ORLY",LAKAS,110343
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"ENAD, POLOY",LAKAS,109544
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"AYO, REY",NP,88275
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"ABALLE, KAP REY",NP,75049
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"CAGAS, LALAY SHIELA",NP,72936
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"ALMENDRAS, MARLA",NP,72092
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"LLANOS, ERWIN S.",IND,65848
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"GALLARDO, MAK-MAK",NP,101364
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"DELOS CIENTOS,CARMELO III",NP,99907
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"RAZONABLE-GASCON, GLADYS",NP,97437
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"VALENTIN, KYRA-VALTAN",NP,92211
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"GIDUQUIO-IDULSA, DYANE",NP,84853
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"LATABAN, ZALDY",NPC,50841
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"BAUTISTA, ENTENG",NPC,49473
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"LOPEZ, ROMEO",NPC,41267
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"VISTAL, AMEL",NPC,38732
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"GALIAS, JAY AR",LAKAS,24856
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"OMICAS, DANILO",LAKAS,24694
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"ATAY, JES",LAKAS,19753
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"OLARTE, MALIK",NPC,18270
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"DAYANAN, BEVERLY",PFP,70120
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"LEPARDO, JUN",NP,68403
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"NUÑEZ-CASTRO, TATA",LAKAS,62293
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"PALMA GIL, ELIJAH",NP,61279
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"MACAYRA, ATTY. MARIA LADY",PFP,58483
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"MONDAY, LOUIS ARTURO",NP,58204
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"MONTES, HAROLD",LAKAS,103139
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"LINSAG, DAUD",LAKAS,88680
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"UY, POPONG",PFP,88592
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"MONTOJO, DON GO",PDPLBN,84686
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"RAVELO, ROTCHIE",LAKAS,82106
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"TAMBUANG, REM",NP,81442
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"ADLAWAN, ALI",LAKAS,24288
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"BUA, KALOY",PFP,19804
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"DEMEREY, NILO MARCO",PFP,18624
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"DIALDE, LYN",AKBYN,18002
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"DELA CRUZ, AILONG",IND,17184
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"ESPARES, ALAGANG JP",LAKAS,13141
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"DURANO, PASTOR DEBBIE",PFP,13024
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"TUGAY, AL",LAKAS,12538
REGION VIII,EASTERN SAMAR,,FIRST,PROVINCIAL BOARD MEMBER,"EVARDONE, ATTY. PJ",PFP,119970
REGION VIII,EASTERN SAMAR,,FIRST,PROVINCIAL BOARD MEMBER,"SUYOT, BYRON",PFP,94792
REGION VIII,EASTERN SAMAR,,SECOND,PROVINCIAL BOARD MEMBER,"GONZALES, POL",PFP,72421
REGION VIII,EASTERN SAMAR,,SECOND,PROVINCIAL BOARD MEMBER,"YADAO, CHRISTELLE",PFP,71570
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"ZAMBARRANO, ARIEL",NUP,28681
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"EDANG, ROMMEL JOHN",IND,24954
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"CARTEL, NONOY ART",NUP,24551
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"GAVILEÑO, RAYMOND",NUP,22566
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"NAVA, NENE",NUP,48360
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"ARANETA, DOC ALEX",NUP,40291
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"DE LA CRUZ, ATTY. PAUL",NUP,36878
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"EDANG, LYNLYN",NUP,35287
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,FIRST,PROVINCIAL BOARD MEMBER,"GULLITIW, JORDAN",IND,42246
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,FIRST,PROVINCIAL BOARD MEMBER,"MAYAM-O, PEDRO",PFP,41704
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,FIRST,PROVINCIAL BOARD MEMBER,"HABBILING, JAWEH",PFP,41531
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,FIRST,PROVINCIAL BOARD MEMBER,"GUYGUYON, JOSEL",LAKAS,40062
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,SECOND,PROVINCIAL BOARD MEMBER,"CHILAGAN, GASPAR JR.",NPC,31259
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,SECOND,PROVINCIAL BOARD MEMBER,"ADDUG, ORLANDO",IND,24904
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,SECOND,PROVINCIAL BOARD MEMBER,"ODAN, JOJO",LAKAS,23633
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,SECOND,PROVINCIAL BOARD MEMBER,"BUNNAG, PETER",LAKAS,23445
REGION I,ILOCOS NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"FARIÑAS, ATTY. RJ",PDR,104726
REGION I,ILOCOS NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"CHUA, HANSON",NP,98834
REGION I,ILOCOS NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"FARIÑAS, JUNIOR",PDR,88173
REGION I,ILOCOS NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"SALES, MARLON",NP,84725
REGION I,ILOCOS NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"LAZO, SAUL",NP,78157
